VehicleID,CustomerGrade,AuctionPurchaseDate,AuctionPurchaseAmount,AuctionSaleDate,AuctionSaleAmount,VehicleType,Year,Make,Model,Trim,BodyType,AuctionPurchaseOdometer,AutomaticTransmission,DriveType
9466,D,2013-10-30,6315,2015-09-15,3495,Car,2007,Pontiac,G6,GT,Coupe,91953,1,FWD
13266,B,2014-07-03,9955,2015-11-13,6349.14,Car,2012,Mitsubishi,Galant,FE,Sedan,49357,1,FWD
20422,B,2012-02-03,6975,2015-07-08,191,Car,2008,Chevrolet,Cobalt,LS,Sedan,100621,1,NA
32375,B,2012-11-29,6240,2015-02-10,1748.5,Car,2007,Chevrolet,Cobalt,LS,Sedan,96228,1,FWD
7190,B,2014-02-19,7825,2015-05-26,2384.35,Car,2007,Pontiac,G6,Base,Sedan,69519,1,FWD
32024,C,2011-12-15,7725,2015-06-23,1927.14,Van,2007,Mazda,Mazda5,Sport,Mini-Van,86714,1,NA
33673,B,2014-08-07,8225,2015-08-04,3028.65,Car,2011,Chevrolet,Impala,LS Fleet,Sedan,88615,1,FWD
23553,C,2013-05-30,7140,2015-09-03,791,Car,2007,Ford,Fusion,I-4 SE,Sedan,90625,1,FWD
22423,B,2012-08-13,8040,2015-12-09,1142,SUV,2006,Ford,Explorer,XLT,SUV,98535,1,NA
2203,B,2013-07-24,9225,2015-06-17,4615,Car,2006,Ford,Mustang,V6 Standard,Coupe,79563,1,RWD
7341,B,2014-04-07,9785,2015-05-19,4498.5,Car,2009,Nissan,Altima,2.5 S,Sedan,104881,1,FWD
6293,B,2013-07-11,7750,2015-11-03,1207,Car,2007,Nissan,Sentra,2,Sedan,89904,1,FWD
24485,C,2014-01-28,9140,2015-04-14,6559.23,Car,2010,Ford,Fusion,SEL,Sedan,101396,1,AWD
13689,B,2012-05-17,8510,2015-02-25,6157,SUV,2005,Lincoln,Aviator,Luxury,SUV,106396,1,NA
27435,C,2014-03-11,9725,2015-11-25,6354.49,SUV,2006,Toyota,RAV4,Limited,SUV,93865,1,FWD
17736,A,2013-11-12,6740,2015-06-04,3119.86,Van,2006,Chrysler,Town and Country,Touring,Mini-Van,92990,1,FWD
25572,C,2014-09-18,9245,2015-09-22,4871,Car,2011,Dodge,Avenger,Mainstreet,Sedan,69287,1,FWD
35345,C,2014-05-07,6665,2015-12-22,1351.5,SUV,2005,Jeep,Liberty,Limited,SUV,78310,1,4WD
13542,A,2011-12-21,5575,2015-03-18,1202,Van,2005,Pontiac,Montana SV6,1SA,Mini-Van,151152,1,NA
27702,A,2014-12-10,10200,2015-09-23,5998,SUV,2010,Ford,Explorer,XLT,SUV,94274,1,4X2
33304,B,2014-03-11,8040,2015-06-30,2553.67,Car,2007,Mazda,Mazda6,s Touring,Sedan,75364,1,FWD
7559,B,2014-05-22,9900,2015-11-25,5007.52,Car,2011,Dodge,Avenger,Express,Sedan,62904,1,FWD
23218,A,2013-03-07,6885,2015-12-08,2371,Car,2005,Mercury,Grand Marquis,LS Premium,Sedan,82879,1,RWD
4474,C,2011-04-15,7195,2015-04-14,1626,Car,2006,Chevrolet,Cobalt,LS,Sedan,109702,1,NA
9521,C,2013-11-21,7840,2015-10-20,2157,Car,2008,Ford,Taurus X,SEL,Wagon,87792,1,FWD
13756,A,2012-07-03,5710,2015-06-17,1532.81,Van,2007,Chrysler,Town and Country,Base,Mini-Van,134405,1,NA
478,B,2012-03-27,10300,2015-04-01,3453,Car,2004,Cadillac,CTS,Base,Sedan,73633,1,NA
13622,A,2012-03-26,8175,2015-08-12,2722.9,Car,2005,Volkswagen,Jetta,2.5,Sedan,74212,1,NA
30981,C,2013-08-27,9125,2015-01-29,2318.1,Car,2005,Chrysler,300,C,Sedan,96548,1,RWD
12124,B,2014-07-09,9440,2015-11-04,6768.5,SUV,2007,Ford,Explorer,Eddie Bauer,SUV,91163,1,RWD
17172,D,2013-04-03,5240,2015-02-05,1745.5,Car,2006,Hyundai,Accent,GLS,Sedan,87651,1,FWD
21356,B,2014-05-07,6740,2015-03-02,2853,Van,2008,Chevrolet,Uplander,LS,Mini-Van,80106,1,FWD
17579,C,2013-09-18,6140,2015-06-18,385.5,SUV,2004,Mitsubishi,Endeavor,Limited,SUV,97184,1,AWD
6633,C,2013-09-25,12200,2015-01-13,9222,Car,2007,INFINITI,M35,x AWD,Sedan,102000,1,AWD
29468,B,2013-12-20,8285,2015-12-10,6103.5,Car,2006,Chevrolet,Impala,LT,Sedan,79461,1,FWD
23808,C,2013-08-22,6410,2015-12-18,232.5,Car,2008,Mazda,Mazda6,i Touring,Sedan,94333,1,FWD
28287,B,2014-12-17,10045,2015-07-23,9279.44,Car,2013,Chrysler,200,Touring,Sedan,43891,1,FWD
3845,C,2014-06-06,9380,2015-10-29,1834,Car,2010,Volkswagen,Jetta,SE,Sedan,98775,1,FWD
25773,B,2014-11-25,10600,2015-11-25,7050,SUV,2011,Chevrolet,Equinox,LT,SUV,96624,1,FWD
14646,A,2013-08-01,8215,2015-11-17,4327,SUV,2007,Nissan,Xterra,S,SUV,107370,1,4WD
29234,B,2013-07-30,8895,2015-01-08,6266,Car,2010,Chevrolet,Impala,LT,Sedan,86418,1,FWD
23042,A,2013-01-17,6945,2015-03-10,4023.98,SUV,2007,Jeep,Patriot,Sport,SUV,88861,1,NA
27879,C,2013-05-14,8485,2015-12-10,4147,Car,2008,Nissan,Altima,2.5 S,Sedan,89597,1,NA
19692,B,2013-11-12,6670,2015-10-01,2104.5,Car,2009,Hyundai,Sonata,GLS,Sedan,94474,1,FWD
18862,C,2012-05-08,7610,2015-05-14,1010,Car,2005,Chevrolet,Malibu,LT,Sedan,74929,1,NA
28106,B,2014-03-20,8040,2015-01-22,5961.8,Car,2008,Hyundai,Sonata,SE V6,Sedan,72557,1,FWD
831,B,2012-08-16,8240,2015-03-10,4272,SUV,2003,Lexus,RX 300,Base,SUV,103121,1,NA
16991,C,2013-01-10,5940,2015-11-25,800.66,Van,2005,Mercury,Monterey,Convenience,Mini-Van,77597,1,NA
26072,C,2011-10-17,8800,2015-07-08,1629,Car,2006,Mazda,Mazda3,i,Sedan,67950,1,NA
24662,C,2014-03-06,10825,2015-06-30,1754,Car,2010,Dodge,Caliber,Rush,Wagon,56755,1,FWD
17004,A,2013-01-22,6540,2015-08-26,3718,Car,2006,Toyota,Corolla,CE,Sedan,96395,1,NA
30659,A,2013-01-28,8925,2015-01-22,5806.6,Car,2010,Suzuki,SX4 Crossover,Base,Wagon,31959,0,AWD
15596,B,2014-08-14,8650,2015-11-25,5968.55,Car,2007,Honda,Accord,EX-L V-6,Coupe,82729,1,FWD
8715,B,2012-08-01,6480,2015-02-05,1495.1,SUV,2007,Buick,Rendezvous,CX,SUV,103167,1,NA
2516,C,2013-09-19,7625,2015-03-26,4498.52,Car,2008,Mazda,Mazda6,i Touring,Sedan,87984,1,FWD
3541,C,2014-04-04,12445,2015-11-13,6039.05,SUV,2008,Ford,Edge,Limited,SUV,93939,1,FWD
11258,A,2013-06-14,7030,2015-11-18,4168,Car,2004,Toyota,Camry,LE,Sedan,103671,1,FWD
18460,C,2014-10-08,1e4,2015-10-21,2758.82,SUV,2007,Jeep,Commander,Sport,SUV,87164,1,RWD
23563,C,2013-05-31,9180,2015-12-22,5167,SUV,2009,Saturn,Vue,XE,SUV,75845,1,FWD
14480,B,2013-05-15,7440,2015-12-31,1614.01,SUV,2006,Chevrolet,TrailBlazer,LS,SUV,87415,1,NA
32490,B,2013-02-18,8900,2015-05-19,3659.85,Truck,2007,Ford,F-150,XL,Pickup,101843,1,RWD
10450,C,2012-06-20,4910,2015-07-15,602.16,SUV,2003,Chevrolet,TrailBlazer,LS,SUV,95344,1,NA
16338,C,2011-11-16,9375,2015-10-28,2865.5,SUV,2007,Ford,Explorer,XLT,SUV,86708,1,NA
11829,C,2014-02-27,8340,2015-02-26,6545.8,Car,2005,Toyota,Camry,LE,Sedan,70449,1,FWD
23162,A,2013-02-14,10875,2015-06-30,3431,SUV,2009,Dodge,Journey,SXT,SUV,62813,1,NA
9182,B,2013-05-31,10220,2015-08-04,3700,Truck,2006,GMC,Sierra 1500,SL1,Pickup,79262,1,RWD
17029,B,2013-02-01,7265,2015-04-23,2855.5,Car,2010,Ford,Focus,SE,Sedan,90010,1,NA
27268,C,2014-10-23,7005,2015-07-28,5395,Car,2010,Chevrolet,Impala,LS,Sedan,82780,1,FWD
2998,B,2013-12-12,8e3,2015-11-25,5489.4,Van,2008,Dodge,Grand Caravan,SE,Mini-Van,174284,1,FWD
31145,A,2013-11-04,9800,2015-09-10,5076.93,Car,2012,Toyota,Yaris,Fleet,Sedan,43859,1,FWD
12065,A,2014-06-11,11780,2015-08-13,6361.92,Car,2007,Hyundai,Veracruz,GLS,Wagon,63252,1,FWD
29867,C,2014-07-18,10700,2015-07-09,6566,Car,2007,Toyota,Avalon,XLS,Sedan,89804,1,FWD
12335,C,2014-12-17,8800,2015-11-25,5056,Car,2010,Ford,Fusion,SE,Sedan,84027,1,FWD
11875,B,2014-03-13,9870,2015-11-24,2951,Car,2010,Dodge,Avenger,Express,Sedan,75160,1,FWD
16947,B,2012-12-20,12540,2015-08-26,5468,Car,2012,FIAT,500,Sport,Hatchback,33923,1,NA
31740,C,2014-08-13,10440,2015-04-30,5389.1,SUV,2010,Dodge,Journey,SXT,SUV,83051,1,FWD
30749,C,2013-03-06,8745,2015-02-04,5835,Car,2011,Chevrolet,Aveo,LT,Sedan,39168,1,FWD
13874,C,2012-09-11,10590,2015-01-13,6977,Car,2008,Dodge,Charger,Base,Sedan,102753,1,NA
27651,B,2014-09-03,8695,2015-08-12,7073.14,Car,2011,Chevrolet,Malibu,LT,Sedan,71595,1,FWD
34171,B,2013-09-03,7040,2015-04-30,4979.1,Car,2007,Dodge,Caliber,SXT,Wagon,82209,1,FWD
15461,C,2014-06-10,13680,2015-02-18,12607,Truck,2007,Ford,F-150,FX2,Pickup,80816,1,RWD
25344,C,2014-07-21,6140,2015-03-17,6632.96,Truck,2009,Chevrolet,Colorado,Work Truck,Pickup,87560,1,4X2
14227,C,2013-02-13,8570,2015-03-11,2817,Van,2008,Chrysler,Town and Country,LX,Mini-Van,97490,1,NA
11572,C,2013-11-08,6040,2015-02-26,3703,Car,2009,Kia,Rio,LX,Sedan,79634,1,FWD
26927,C,2014-04-01,6540,2015-03-10,4910,Car,2008,Nissan,Sentra,2,Sedan,94030,1,FWD
7209,B,2014-02-26,10440,2015-01-27,4262.94,SUV,2007,Volvo,XC90,3.2,SUV,87861,1,FWD
25291,B,2014-07-09,7700,2015-08-18,3220.95,SUV,2007,Mercury,Mariner,Luxury,SUV,86154,1,AWD
4328,C,2015-01-07,8725,2015-09-02,4454.21,Car,2009,Buick,LaCrosse,CXL,Sedan,83347,1,FWD
8731,C,2012-08-14,9640,2015-11-25,3433,Truck,2005,Ford,F-150,XLT,Pickup,84839,1,NA
5097,A,2012-06-28,7500,2015-10-20,3323,Van,2009,Dodge,Grand Caravan,SE,Mini-Van,90329,1,NA
8522,B,2012-03-08,9475,2015-09-18,2179,SUV,2004,Ford,Expedition,Eddie Bauer,SUV,93026,1,NA
2096,A,2013-06-20,8740,2015-07-08,4777,Car,2011,Ford,Focus,SE,Sedan,76116,1,FWD
22839,A,2012-11-15,11190,2015-04-28,5612,Car,2011,Ford,Fusion,SEL,Sedan,79918,1,NA
31158,C,2013-11-07,11100,2015-01-07,9040,Car,2012,Mazda,Mazda6,i Touring,Sedan,500036,1,FWD
27696,B,2014-12-09,9330,2015-12-23,6197,Van,2012,Dodge,Grand Caravan,SXT,Mini-Van,90942,1,FWD
28349,B,2011-07-13,7275,2015-01-13,3641.4,Car,2005,Chevrolet,Malibu,LS,Sedan,99509,1,NA
16187,B,2014-08-13,7240,2015-12-29,2631.95,SUV,2008,Pontiac,Torrent,Base,SUV,86515,1,FWD
14580,B,2013-06-28,8640,2015-08-12,3657,Car,2010,Chevrolet,Impala,LT,Sedan,78305,1,FWD
28829,C,2012-10-30,10795,2015-07-09,209.5,Car,2004,Mercedes-Benz,C-Class,C 240 4MATIC,Sedan,89655,1,NA
21506,B,2014-08-21,10440,2015-08-13,8677,Car,2010,Toyota,Corolla,S,Sedan,76912,1,FWD
23276,A,2013-03-26,10040,2015-01-21,7173,Car,2009,Nissan,Altima,2.5 S,Sedan,109373,1,NA
12556,B,2012-04-26,9210,2015-06-05,6329.72,Truck,2006,Dodge,Ram Pickup 1500,Laramie,Pickup,104753,1,NA
9608,B,2014-01-17,9845,2015-10-22,5637,Car,2012,Chrysler,200,LX,Sedan,55253,1,FWD
35287,C,2014-03-28,9640,2015-10-14,3187.3,Car,2009,Ford,Fusion,SEL,Sedan,82236,1,FWD
22519,B,2012-09-18,6240,2015-02-03,3080,Car,2007,Nissan,Versa,1.8 S,Hatchback,109382,1,NA
7579,B,2014-05-28,9140,2015-06-09,7060.11,SUV,2010,Dodge,Journey,SE,SUV,96306,1,FWD
4599,B,2011-10-07,7675,2015-05-21,3252,SUV,2007,Chevrolet,Equinox,LS,SUV,94600,1,NA
16994,C,2013-01-15,12175,2015-07-09,8697.08,Truck,2005,Dodge,Ram Pickup 1500,SLT,Pickup,72033,1,NA
32844,A,2013-08-27,12675,2015-02-12,9601,Truck,2007,Ford,F-150,XLT,Pickup,92980,1,RWD
21281,D,2014-03-12,7575,2015-10-29,2603,Car,2011,Nissan,Versa,1.8 S,Hatchback,101634,1,FWD
34694,A,2014-04-30,8500,2015-03-26,1310,Car,2008,Chrysler,300,LX,Sedan,93215,1,RWD
26008,B,2015-04-21,8900,2015-09-01,6370.47,Car,2008,Dodge,Charger,Base,Sedan,87118,1,RWD
12678,B,2012-09-28,7240,2015-03-16,3747.73,Car,2007,Hyundai,Sonata,GLS,Sedan,90232,1,NA
15334,A,2014-04-30,6840,2015-01-08,4620.25,Car,2008,Chrysler,Sebring,Touring,Sedan,85212,1,FWD
5267,C,2012-08-30,6075,2015-12-01,1472,Car,2008,Pontiac,G5,Base,Coupe,146246,1,NA
465,C,2012-03-21,6200,2015-11-25,777,Car,2006,Kia,Spectra,EX,Sedan,138925,1,NA
25427,B,2014-08-06,7715,2015-03-17,7720.84,SUV,2008,Mercury,Mariner,V6,SUV,99846,1,AWD
3667,A,2014-04-29,12673,2015-08-11,8220.6,SUV,2008,Ford,Edge,SEL,SUV,93981,1,AWD
15858,C,2011-10-28,8175,2015-01-26,2008,Car,2008,Chrysler,Sebring,LX,Sedan,94222,1,NA
22744,B,2012-10-31,7645,2015-03-03,4878.74,SUV,2006,Dodge,Durango,SLT,SUV,91527,1,NA
35241,B,2014-02-12,8775,2015-08-25,2386.35,Car,2010,Hyundai,Sonata,GLS,Sedan,60704,1,FWD
17608,C,2013-09-26,8540,2015-10-22,1429,Car,2010,Ford,Fusion,SE,Sedan,92229,1,FWD
17208,A,2013-04-17,9140,2015-07-16,3992.15,Car,2008,Chrysler,300,LX,Sedan,91113,1,NA
6162,C,2013-05-28,8850,2015-02-03,6321.67,Car,2010,Chevrolet,Impala,LS,Sedan,83415,1,FWD
26816,B,2014-01-24,9445,2015-06-24,2255,Car,2012,Dodge,Avenger,SE,Sedan,57818,1,FWD
16125,A,2014-03-05,9140,2015-03-12,7137,SUV,2007,Hyundai,Santa Fe,SE,SUV,76522,1,FWD
18159,B,2014-05-07,7260,2015-10-07,4516,Car,2009,Ford,Focus,SES,Sedan,94677,1,FWD
7373,A,2014-04-15,12155,2015-11-03,3236.58,Car,2006,Mercedes-Benz,R-Class,R 500,Wagon,82456,1,AWD
8123,C,2014-11-13,10310,2015-10-13,10162,SUV,2009,Kia,Borrego,EX,SUV,53192,1,4X2
21161,C,2013-12-12,8880,2015-09-03,4620.4,Car,2009,Chevrolet,Impala,LT,Sedan,64613,1,FWD
20420,B,2012-01-24,9875,2015-05-14,3387,Truck,2005,Dodge,Ram Pickup 1500,SLT,Pickup,90753,1,NA
2738,B,2013-11-04,6025,2015-11-25,2451.89,Car,2010,Nissan,Versa,1.8 S,Hatchback,87135,1,FWD
1263,C,2012-11-28,7900,2015-01-28,2648.04,Car,2008,Chrysler,Sebring,LX,Sedan,85436,1,NA
22831,B,2012-11-14,7940,2015-07-14,4066,SUV,2006,Honda,CR-V,LX,SUV,94672,1,NA
32981,A,2013-10-31,9025,2015-03-10,5558.5,Car,2010,Chevrolet,Malibu,LS Fleet,Sedan,82084,1,FWD
21242,B,2014-02-12,9800,2015-11-24,5720.08,Car,2012,Chrysler,200,LX,Sedan,59556,1,FWD
19920,A,2014-04-02,9260,2015-12-31,4374.5,Car,2010,Chevrolet,Malibu,LS Fleet,Sedan,76858,1,FWD
18681,C,2011-10-18,8275,2015-02-06,2833,Car,2007,Dodge,Caliber,SXT,Wagon,109869,0,NA
34983,C,2014-11-19,9725,2015-10-15,7300.5,Car,2011,Chrysler,200,Touring,Sedan,40503,1,FWD
18027,B,2014-03-20,9335,2015-10-14,3719.5,Car,2006,Mercedes-Benz,C-Class,C 230 Sport,Sedan,78723,1,RWD
24246,B,2013-11-19,12075,2015-04-14,8922.58,SUV,2011,Ford,Edge,SE Fleet,SUV,93905,1,AWD
21361,C,2014-05-08,7315,2015-04-23,5831.5,Car,2004,INFINITI,G35,Base,Sedan,110611,1,RWD
8482,C,2012-01-05,8075,2015-01-19,2276,Car,2008,Dodge,Caliber,SXT,Wagon,70864,1,NA
9167,A,2013-05-22,8080,2015-08-18,2620,Car,2006,Honda,Civic,EX,Sedan,103683,1,FWD
25895,B,2015-01-13,1e4,2015-10-20,8126.12,SUV,2007,Chrysler,Aspen,Limited,SUV,103851,1,4WD
16069,C,2013-09-11,11275,2015-05-12,4860.5,SUV,2005,Chevrolet,Tahoe,LT,SUV,104184,1,4WD
6218,B,2013-06-12,6940,2015-03-31,2531,Car,2006,Hyundai,Sonata,GLS,Sedan,91747,1,FWD
26511,C,2013-10-21,10800,2015-05-27,8651,Car,2012,Ford,Focus,SEL,Hatchback,42612,1,FWD
3728,C,2014-05-13,9840,2015-03-03,8311.98,Car,2006,Acura,RSX,Base,Hatchback,84562,1,FWD
30693,C,2013-02-07,5240,2015-01-28,1780,Car,2004,Pontiac,Grand Am,GT,Coupe,83792,1,NA
21820,A,2011-10-28,5585,2015-05-13,3361,SUV,2003,Nissan,Xterra,XE-V6,SUV,105515,1,NA
19779,C,2014-01-08,11060,2015-07-16,6137,SUV,2011,Chevrolet,Equinox,LS,SUV,91833,1,AWD
11671,B,2013-12-19,7640,2015-06-25,4070.1,SUV,2008,Ford,Escape,XLT,SUV,89454,1,FWD
16085,B,2013-10-24,6940,2015-01-26,4208,Car,2009,Mitsubishi,Galant,ES,Sedan,91454,1,FWD
17764,C,2013-11-20,6780,2015-01-22,4219.6,Car,2009,Nissan,Versa,1.8 S,Sedan,100372,1,FWD
6420,B,2013-08-13,5700,2015-03-24,3933,SUV,2006,Chevrolet,TrailBlazer,LS,SUV,97700,1,RWD
18799,B,2012-03-14,7140,2015-08-19,637,Van,2005,Chrysler,Town and Country,Touring,Mini-Van,143111,1,NA
2672,B,2013-10-22,7740,2015-08-12,4927,Car,2011,Chevrolet,Impala,LS Fleet,Sedan,96362,1,FWD
9859,A,2014-05-28,7425,2015-03-16,5281,SUV,2006,Chevrolet,Equinox,LT,SUV,87496,1,FWD
7549,B,2014-05-21,9860,2015-09-22,4161,Car,2008,Chrysler,300,LX,Sedan,98392,1,RWD
10108,B,2015-02-04,5415,2015-11-17,2840,Car,2009,Chevrolet,Cobalt,LT,Coupe,95283,1,FWD
31766,B,2014-08-27,7940,2015-12-17,3588.01,Car,2010,Chevrolet,Malibu,LS,Sedan,93027,1,FWD
15836,A,2015-07-08,9195,2015-12-10,6025,Car,2009,Ford,Mustang,V6 Deluxe,Coupe,94148,1,RWD
27680,D,2014-10-28,6930,2015-12-03,2439.36,Car,2007,Chrysler,300,Base,Sedan,90740,1,RWD
31250,B,2013-12-17,9600,2015-06-18,2564.1,Car,2012,Nissan,Versa,1.8 S,Hatchback,40428,1,FWD
14660,D,2013-08-08,5240,2015-05-27,1504.92,Car,2007,Chrysler,Pacifica,Base,Wagon,99408,1,FWD
2265,B,2013-08-01,11275,2015-05-27,8129.5,Car,2005,Mercedes-Benz,E-Class,E 320,Sedan,76882,1,RWD
11905,A,2014-04-02,6940,2015-12-10,3747,Car,2005,Toyota,Camry,LE,Sedan,92205,1,FWD
25680,B,2014-10-22,8380,2015-07-28,9283.77,Car,2012,Chevrolet,Malibu,LT,Sedan,61938,1,FWD
11979,C,2014-05-08,6940,2015-04-30,3282.5,SUV,2007,Jeep,Patriot,Sport,SUV,81488,1,4WD
22368,C,2012-07-24,6610,2015-03-03,2966.35,Car,2006,Chrysler,PT Cruiser,Touring,Wagon,99527,1,NA
29825,B,2014-06-30,8830,2015-07-23,6463.2,Van,2010,Kia,Sedona,Base,Mini-Van,57732,1,FWD
30374,C,2012-08-23,5615,2015-06-18,932,Van,2005,Pontiac,Montana SV6,1SB,Mini-Van,99538,1,NA
13885,C,2012-09-18,7130,2015-04-22,2673.98,Car,2006,Chevrolet,HHR,LT,Wagon,109243,1,NA
13499,C,2011-11-21,7475,2015-01-13,3680.5,SUV,2005,Dodge,Durango,SXT,SUV,130663,1,NA
35489,C,2014-10-21,9e3,2015-12-08,4279.5,SUV,2008,Nissan,Pathfinder,LE,SUV,105158,1,4X2
22857,C,2012-11-19,4240,2015-02-03,1911.01,Car,2005,Hyundai,Elantra,GLS,Hatchback,70699,0,NA
26289,B,2012-11-02,9400,2015-12-01,2700,Car,2011,Ford,Fiesta,SE,Sedan,53900,1,NA
21472,C,2014-07-17,11295,2015-07-23,6277.13,SUV,2007,Chrysler,Aspen,Limited,SUV,101724,1,4WD
32034,C,2012-01-11,8300,2015-06-23,805.5,Car,2007,Ford,Five Hundred,SEL,Sedan,106355,1,NA
10419,C,2012-05-25,8175,2015-05-20,2717,Car,2006,Chrysler,300,Base,Sedan,112033,1,NA
6784,C,2013-10-31,11275,2015-04-30,9765,Car,2012,Chevrolet,Impala,LT Fleet,Sedan,32853,1,FWD
31441,C,2014-03-27,10125,2015-12-09,2027,Car,2008,Nissan,Rogue,SL,Wagon,80459,1,FWD
17852,C,2013-12-31,10140,2015-04-16,3005.5,SUV,2008,Hyundai,Santa Fe,Limited,SUV,100767,1,FWD
31106,C,2013-10-11,7630,2015-04-09,3748.1,Van,2008,Chevrolet,Uplander,LS,Mini-Van,80544,1,FWD
6710,C,2013-10-15,7940,2015-01-27,5838,Car,2006,Toyota,Camry,LE,Sedan,977729,1,FWD
26886,B,2014-03-06,10125,2015-12-22,7377,Car,2011,Ford,Fusion,SE,Sedan,74242,1,FWD
25693,C,2014-10-27,7700,2015-07-28,6875.49,Car,2008,Nissan,Altima,2.5 S,Sedan,97388,1,FWD
33467,B,2014-05-14,7290,2015-11-24,5078.72,SUV,2007,Jeep,Compass,Limited,SUV,92109,1,FWD
19421,B,2013-06-14,7740,2015-04-23,2787,Car,2008,Hyundai,Sonata,GLS,Sedan,95993,1,FWD
25239,C,2014-06-25,10700,2015-08-18,10234,SUV,2011,Ford,Escape,XLT,SUV,79459,1,AWD
13791,C,2012-07-31,5100,2015-04-22,774.71,Van,2004,Mazda,MPV,LX,Mini-Van,93446,1,NA
3577,C,2014-04-10,9640,2015-01-07,5873.89,Car,2007,Nissan,Altima,2.5 S,Sedan,96276,1,FWD
32880,B,2013-09-18,6720,2015-04-07,4013.5,Car,2007,Chevrolet,Impala,LS,Sedan,94445,1,FWD
10043,C,2014-10-16,9200,2015-08-18,7325,Car,2012,Nissan,Altima,2.5 S,Sedan,93959,1,FWD
20939,A,2013-07-16,7640,2015-11-05,3127,Car,2008,Volkswagen,Jetta,Wolfsburg Edition,Sedan,81672,1,FWD
3913,C,2014-06-24,5840,2015-10-08,754,Van,2007,Dodge,Grand Caravan,SXT,Mini-Van,96244,1,FWD
29799,A,2014-06-17,10810,2015-07-16,5887,Car,2007,Mercedes-Benz,C-Class,C 230 Sport,Sedan,70157,1,RWD
11273,A,2013-06-21,11875,2015-04-28,5968,Car,2006,BMW,3 Series,325i,Sedan,90743,1,RWD
27753,C,2012-10-25,9040,2015-07-23,1642,Car,2007,Chrysler,Pacifica,Touring,Wagon,86175,1,NA
9484,A,2013-11-12,6410,2015-10-13,3206.5,Car,2008,Nissan,Versa,1.8 S,Sedan,86792,1,FWD
7751,C,2014-07-03,9240,2015-10-27,3733,SUV,2004,GMC,Yukon,SLT,SUV,91600,1,4WD
18320,D,2014-07-02,10340,2015-12-16,3797,Truck,2004,Dodge,Ram Pickup 1500,ST,Pickup,90665,1,RWD
9534,B,2013-12-03,6440,2015-04-14,4376,Car,2008,Chevrolet,Cobalt,LT,Coupe,66358,1,FWD
6422,C,2013-08-14,6860,2015-12-08,2417.22,SUV,2009,Dodge,Journey,SE,SUV,98830,1,FWD
18381,B,2014-08-05,8125,2015-12-08,2987,Car,2009,Hyundai,Sonata,GLS,Sedan,82111,1,FWD
19948,C,2014-04-10,9540,2015-09-29,4377,Car,2011,Nissan,Altima,2.5 S,Sedan,90225,1,FWD
4578,A,2011-09-27,7500,2015-05-19,2146.16,Car,2006,Chevrolet,HHR,LT,Wagon,136207,1,NA
9087,C,2013-04-11,9740,2015-04-14,4286,Truck,2005,Dodge,Ram Pickup 1500,SLT,Pickup,100366,1,NA
25445,C,2014-08-11,9640,2015-07-24,6018,Car,2010,Chevrolet,Malibu,LS,Sedan,77348,1,FWD
34073,C,2013-07-02,7040,2015-04-16,4801.1,Car,2009,Chevrolet,Cobalt,LT,Coupe,93058,1,FWD
3549,C,2014-04-08,7140,2015-08-19,1542.47,Car,2006,Buick,LaCrosse,CX,Sedan,86781,1,FWD
27048,C,2014-06-03,8270,2015-05-05,6243.6,Car,2010,Ford,Focus,SE,Sedan,78922,1,FWD
33594,B,2014-06-24,8985,2015-03-31,6516.48,Car,2012,Nissan,Versa,1.6 SV,Sedan,76504,1,FWD
29010,C,2013-03-05,5770,2015-03-26,891,Car,2005,Chevrolet,Cobalt,Base,Sedan,71243,1,NA
10925,A,2013-02-08,7740,2015-04-02,3268.6,Car,2007,Volkswagen,Jetta,2.5,Sedan,88906,1,NA
23018,C,2013-01-08,9125,2015-09-01,4417.85,Car,2005,Acura,TL,3.2,Sedan,101829,1,NA
33781,B,2014-09-25,8240,2015-08-18,6837,Car,2011,Ford,Focus,S,Sedan,580970,1,FWD
33793,C,2014-10-02,6600,2015-08-18,2361,Car,2009,Nissan,cube,1.8 S,Wagon,105254,1,FWD
12046,B,2014-05-30,12375,2015-12-09,5312,Car,2008,BMW,3 Series,328i,Sedan,79778,1,RWD
9300,C,2013-08-08,8965,2015-03-30,3573,Car,2007,Saturn,Aura,XR,Sedan,79767,1,FWD
5862,A,2013-02-07,6220,2015-10-13,2489.5,Car,2008,Dodge,Caliber,SXT,Wagon,99711,1,NA
11414,C,2013-09-11,10805,2015-09-09,4809.2,Car,2011,Volkswagen,Jetta,SEL,Sedan,88144,1,FWD
18073,B,2014-04-02,7640,2015-06-30,2642.62,Car,2011,Kia,Rio,LX,Sedan,93935,1,FWD
32733,C,2013-07-03,5740,2015-04-28,251.18,Van,2005,Chrysler,Town and Country,Touring,Mini-Van,91163,1,FWD
18101,A,2014-04-11,9205,2015-06-18,5061.1,Car,2010,Mazda,Mazda3,i Sport,Sedan,90109,1,FWD
9126,B,2013-05-06,7125,2015-08-04,1556,Car,2009,Chevrolet,Aveo,LT,Sedan,41297,1,NA
1646,A,2013-03-15,8765,2015-07-15,5208.6,SUV,2008,Ford,Escape,XLT,SUV,90636,1,NA
14802,C,2013-09-25,8740,2015-10-21,5253.56,SUV,2007,Jeep,Commander,Sport,SUV,91023,1,RWD
