VehicleID,CustomerGrade,AuctionPurchaseDate,AuctionPurchaseAmount,AuctionSaleDate,AuctionSaleAmount,VehicleType,Year,Make,Model,Trim,BodyType,AuctionPurchaseOdometer,AutomaticTransmission,DriveType
10185,C,2011-09-22,4275,2015-04-16,523,Car,2005,Hyundai,Sonata,GL,Sedan,91279,1,NA
34495,D,2014-01-28,6240,2015-12-31,3276.4,Car,2007,Dodge,Caliber,SXT,Wagon,79781,1,FWD
23381,B,2013-04-23,7540,2015-06-02,4416,Car,2008,Toyota,Matrix,XR,Wagon,96971,1,NA
17740,B,2013-11-13,8040,2015-11-25,4079.5,Car,2006,Toyota,Camry Solara,SE,Coupe,98927,1,FWD
2158,C,2013-07-11,12890,2015-07-15,5427,Car,2007,BMW,3 Series,328i,Sedan,90964,1,RWD
32620,A,2013-05-08,12070,2015-08-11,5957,SUV,2007,Chrysler,Aspen,Limited,SUV,90569,1,NA
33064,C,2013-11-21,8040,2015-05-06,5595.86,Truck,2006,Nissan,Frontier,XE,Pickup,75472,1,RWD
12085,C,2014-06-16,8750,2015-09-30,3324.5,Car,2011,Chevrolet,Impala,LS Fleet,Sedan,74351,1,FWD
12941,C,2013-07-01,8040,2015-08-21,4301.5,SUV,2007,Hyundai,Santa Fe,GLS,SUV,91219,1,FWD
22950,C,2012-12-13,8844,2015-04-28,6355.27,Car,2011,Chevrolet,Aveo,LT,Sedan,42470,1,NA
40,B,2011-08-09,10895,2015-10-21,4287,Truck,2004,Ford,F-150,STX,Pickup,134042,1,NA
22367,C,2012-07-24,5210,2015-02-17,839.65,Car,2004,Chrysler,PT Cruiser,Base,Wagon,83371,1,NA
6039,C,2013-04-23,5685,2015-05-12,2366.02,Truck,2006,Chevrolet,Colorado,LS,Pickup,95167,1,NA
469,B,2012-03-22,9975,2015-04-08,5704.93,Truck,2005,GMC,Sierra 1500,SLE,Pickup,92233,1,NA
10655,C,2012-10-10,5125,2015-07-15,427.19,Car,2006,Chevrolet,HHR,LS,Wagon,118185,1,NA
1141,C,2012-10-31,5100,2015-04-29,3145,Car,2006,Chevrolet,Malibu,LS,Sedan,92153,1,NA
30650,B,2013-01-22,10020,2015-11-11,3902,Car,2008,Chrysler,300,LX,Sedan,72112,1,NA
22652,C,2012-10-17,5340,2015-08-11,1787,Car,2005,Chevrolet,Cobalt,Base,Sedan,99945,1,NA
14703,C,2013-08-22,8240,2015-12-02,3112,Car,2008,Dodge,Avenger,SXT,Sedan,98944,1,FWD
1818,C,2013-04-24,8040,2015-10-27,3126,Truck,2007,Chevrolet,Silverado 1500 Classic,Work Truck,Pickup,99062,1,RWD
2163,A,2013-07-16,10600,2015-09-02,8775.72,Truck,2006,Chevrolet,Avalanche,LS 1500,Pickup,95764,1,RWD
26573,B,2014-01-29,7040,2015-03-02,4268,Car,2007,Volkswagen,Jetta,2.5,Sedan,88602,1,FWD
12146,A,2014-07-24,9970,2015-08-19,7704,Car,2008,Nissan,Altima,3.5 SE,Coupe,81253,1,FWD
16637,C,2012-07-17,7010,2015-06-18,1213.05,Car,2006,Chevrolet,Impala,LT,Sedan,103239,1,NA
5767,C,2013-01-16,7855,2015-01-27,2323,Car,2007,Saturn,Aura,XR,Sedan,86361,1,NA
14295,C,2013-03-07,7910,2015-06-10,5394.86,SUV,2006,GMC,Envoy,SLE,SUV,89275,1,NA
1812,B,2013-04-24,8565,2015-05-20,4755,Car,2009,Dodge,Avenger,SE,Sedan,62393,1,NA
1515,B,2013-02-07,9440,2015-10-14,5468.7,Truck,2006,Dodge,Ram Pickup 1500,ST,Pickup,75388,1,NA
7905,C,2014-08-21,10775,2015-06-23,5466.06,SUV,2008,Saturn,Outlook,XE,SUV,76475,1,FWD
7882,C,2014-08-14,12805,2015-12-15,8977.3,Truck,2006,Dodge,Ram Pickup 1500,SLT,Pickup,83366,1,RWD
995,C,2012-09-27,4940,2015-09-24,284,Car,2003,Chrysler,PT Cruiser,GT,Wagon,96974,1,NA
24728,C,2014-03-21,8925,2015-01-27,6426.23,Car,2010,Ford,Focus,SES,Sedan,87364,1,FWD
31252,A,2013-12-17,8740,2015-02-05,7128.34,Van,2009,Dodge,Grand Caravan,SE,Mini-Van,80684,1,FWD
27118,C,2014-06-26,8340,2015-06-30,5690.94,Car,2007,Toyota,Camry,LE,Sedan,105484,1,FWD
19120,C,2012-11-30,9960,2015-12-31,3285.05,SUV,2009,Dodge,Journey,SE,SUV,34918,1,NA
3321,B,2014-02-21,5190,2015-01-14,4638,Car,2010,Kia,Rio,LX,Sedan,93610,1,FWD
23021,C,2013-01-09,7e3,2015-03-25,2568,Car,2007,Chrysler,Pacifica,Touring,Wagon,95789,1,FWD
25454,B,2014-08-12,7025,2015-04-01,4456.5,Car,2010,Kia,Forte Koup,EX,Coupe,95369,1,FWD
3914,C,2014-06-24,9140,2015-06-18,3090,Car,2010,Chevrolet,Impala,LS,Sedan,80420,1,FWD
32616,B,2013-05-06,7700,2015-03-05,2613.5,Car,2007,Dodge,Caliber,SXT,Wagon,91315,1,FWD
28300,B,2015-01-20,9700,2015-09-24,7244.04,Car,2012,Suzuki,Kizashi,SE,Sedan,42317,1,AWD
1452,C,2013-01-23,8425,2015-08-26,2479.41,SUV,2006,Dodge,Durango,SLT,SUV,71746,1,NA
21925,A,2011-12-15,7670,2015-02-03,1593.78,Car,2006,Ford,Five Hundred,SE,Sedan,129662,1,NA
10986,C,2013-03-08,5295,2015-06-23,1485.36,Car,2005,Mercury,Sable,LS,Sedan,89756,1,FWD
5455,B,2012-10-30,5450,2015-04-29,2370,Van,2007,Chevrolet,Uplander,LT,Mini-Van,97853,1,NA
17120,C,2013-03-14,6740,2015-05-28,3130,SUV,2004,Chevrolet,TrailBlazer,LS,SUV,94533,1,NA
14332,C,2013-03-15,9915,2015-07-01,3382,Car,2006,Mercedes-Benz,C-Class,C 230 Sport,Sedan,78932,1,NA
31544,B,2014-05-01,9740,2015-12-01,4446.56,Car,2006,INFINITI,G35,x,Sedan,82070,1,AWD
10807,B,2012-12-12,12875,2015-08-18,4987.92,Car,2011,Ford,Taurus,SE,Sedan,87164,1,NA
33159,C,2014-01-16,8625,2015-09-22,2418.45,Car,2007,Nissan,Altima,2.5 S,Sedan,78658,1,FWD
28242,B,2014-08-28,6200,2015-06-25,132,Car,2005,Mercury,Montego,Luxury,Sedan,72951,1,FWD
20952,C,2013-07-25,6730,2015-03-19,1734,Car,2006,Pontiac,Grand Prix,Base,Sedan,80220,1,FWD
13636,C,2012-04-04,6910,2015-08-05,1662,Car,2007,Pontiac,G6,Base,Sedan,130401,1,NA
32509,B,2013-02-28,8240,2015-02-26,4019.5,Car,2005,Honda,Accord,LX,Sedan,105930,1,NA
26991,B,2014-05-13,9440,2015-10-27,2739.56,SUV,2007,Nissan,Xterra,Off-Road,SUV,70489,1,4WD
30215,C,2012-05-01,7310,2015-03-19,2139.1,Car,2002,Toyota,Camry,XLE,Sedan,108400,1,NA
24048,A,2013-10-11,6740,2015-06-26,743,Car,2006,Chevrolet,Malibu,LT,Sedan,100081,1,FWD
8253,B,2015-02-13,7050,2015-12-01,5100,Car,2008,Pontiac,G6,Base,Sedan,87184,1,FWD
11985,B,2014-05-14,9260,2015-02-19,6800.5,Car,2011,Nissan,Sentra,2,Sedan,91181,1,FWD
17187,C,2013-04-09,10440,2015-03-12,7123,Car,2005,Chrysler,300,C,Sedan,98375,1,NA
15046,C,2013-12-20,7540,2015-03-11,4841.4,Car,2007,Pontiac,G6,Base,Sedan,100002,1,FWD
34669,C,2014-04-28,10125,2015-11-25,4064.73,Car,2007,Cadillac,CTS,Base,Sedan,88665,1,RWD
6087,A,2013-05-08,12790,2015-02-12,4380,Car,2005,BMW,5 Series,530i,Sedan,85874,0,RWD
5973,C,2013-04-02,7355,2015-01-06,117,Car,2006,Chrysler,Pacifica,Touring,Wagon,92837,1,NA
9690,C,2014-02-26,9120,2015-12-29,4866.28,Truck,2004,Ford,F-150,XLT,Pickup,94849,1,RWD
12344,C,2014-12-29,13105,2015-11-25,7002,Car,2009,Cadillac,CTS,3.6L V6,Sedan,86098,1,AWD
2550,A,2013-09-24,9500,2015-01-07,5841.5,Car,2011,Ford,Fusion,SE,Sedan,83395,1,FWD
23582,A,2013-06-04,7240,2015-11-24,4331.2,Truck,2008,GMC,Canyon,WT,Pickup,59343,1,RWD
10516,A,2012-08-09,5840,2015-02-19,3258,Car,2005,Chevrolet,Cobalt,LS,Sedan,63434,1,NA
32386,B,2012-12-12,5940,2015-04-14,1148.96,Car,2006,Ford,Focus,ZX3 SE,Hatchback,84100,1,NA
11203,A,2013-05-30,8540,2015-12-16,3397.5,Van,2004,Toyota,Sienna,XLE Limited 7 Passenger,Mini-Van,104520,1,FWD
11058,B,2013-04-02,8050,2015-04-09,5043,Car,2008,Chevrolet,HHR,LT,Wagon,91573,1,NA
12960,B,2013-07-26,7240,2015-05-29,2505,SUV,2005,Chevrolet,TrailBlazer,LT,SUV,83105,1,RWD
6688,C,2013-10-10,11175,2015-10-20,5129.07,Car,2006,Acura,TL,Base,Sedan,96298,1,FWD
31130,C,2013-10-23,9140,2015-10-28,1002,Car,2010,Chevrolet,Impala,LT,Sedan,73035,1,FWD
18880,C,2012-06-04,9450,2015-01-08,4107,Car,2009,Chevrolet,Malibu,LT1,Sedan,97850,1,NA
17469,B,2013-08-14,10405,2015-05-28,4332.37,Car,2006,Audi,A4,2.0T,Sedan,50797,1,FWD
31893,A,2015-01-09,7850,2015-07-09,7937,Truck,2011,Ford,Ranger,XL,Pickup,78801,1,4X2
2184,C,2013-07-18,5340,2015-03-10,3348.5,Car,2007,Nissan,Versa,1.8 S,Sedan,91883,1,FWD
24491,A,2014-01-28,9740,2015-10-06,4502,Car,2005,Mercedes-Benz,C-Class,C 240 4MATIC,Sedan,61845,1,AWD
25795,C,2014-12-05,10050,2015-08-11,11540.22,SUV,2012,Ford,Escape,XLT,SUV,80065,1,FWD
15272,B,2014-04-03,6675,2015-03-11,3752,Car,2007,Mazda,Mazda3,i Sport,Sedan,96248,1,FWD
12109,C,2014-06-27,7440,2015-08-06,4707,Car,2009,Pontiac,G6,GT,Coupe,99046,1,FWD
1690,B,2013-03-28,7740,2015-12-22,2501.19,SUV,2006,Chevrolet,TrailBlazer EXT,LS,SUV,96361,1,4WD
35552,A,2015-04-02,7e3,2015-11-24,5202,Car,2009,Ford,Fusion,SE,Sedan,82599,1,FWD
7972,B,2014-09-18,8240,2015-05-19,4356,Car,2009,Ford,Fusion,V6 SEL,Sedan,93191,1,FWD
16328,A,2011-11-09,1e4,2015-07-23,2737,Car,2010,Mitsubishi,Galant,FE,Sedan,43146,1,NA
25771,C,2014-11-24,8100,2015-12-11,4236,Car,2007,Chrysler,300,Touring,Sedan,94292,1,AWD
29618,A,2014-03-18,9290,2015-09-08,4640,Car,2009,Nissan,Rogue,S,Wagon,99873,1,AWD
26519,B,2013-10-30,5740,2015-01-26,2763,Car,2007,Dodge,Caliber,Base,Wagon,99872,1,FWD
15439,C,2014-06-03,11480,2015-09-01,4836,Car,2011,Honda,Civic,LX,Sedan,64917,1,FWD
3500,C,2014-03-27,9940,2015-08-05,4365.3,Car,2012,Ford,Fusion,S,Sedan,86206,1,FWD
9195,B,2013-06-06,7600,2015-11-11,1342,SUV,2004,Ford,Explorer,XLS,SUV,68287,1,4WD
17827,B,2013-12-12,8950,2015-04-30,7411.56,Car,2011,Ford,Fusion,SE,Sedan,74401,1,FWD
30556,C,2012-12-04,8040,2015-07-09,1965.44,Car,2007,Chevrolet,Impala,LS,Sedan,89155,1,NA
8038,C,2014-10-14,4675,2015-12-01,2033,Car,2005,Ford,Focus,ZX3 SE,Hatchback,90844,1,FWD
2691,C,2013-10-24,8180,2015-12-02,3957,Car,2009,Chevrolet,Impala,LS,Sedan,79554,1,FWD
30615,B,2013-01-08,10990,2015-11-12,1829,SUV,2011,Dodge,Journey,Mainstreet,SUV,83386,1,NA
20801,C,2013-04-10,7540,2015-02-16,1651,Car,2005,Volvo,V70,2.4,Wagon,95017,1,FWD
18418,B,2014-08-26,6325,2015-06-18,4573.2,Car,2010,Kia,Forte,EX,Sedan,93104,1,FWD
34743,A,2014-05-27,11175,2015-10-15,7584,Car,2011,Nissan,Altima,2.5 S,Sedan,41517,1,FWD
3111,C,2014-01-17,11825,2015-03-17,8747,Car,2010,Ford,Fusion Hybrid,Base,Sedan,87590,1,FWD
27652,B,2014-09-03,8295,2015-09-16,6052,Car,2012,Ford,Focus,SE,Hatchback,84195,1,FWD
21457,B,2014-07-09,6040,2015-12-24,1557.82,Car,2008,Dodge,Caliber,SE,Wagon,78627,1,FWD
33002,B,2013-11-07,11475,2015-07-09,7459.85,Car,2012,Mazda,Mazda6,i Touring,Sedan,37776,1,FWD
9879,B,2014-06-05,11375,2015-12-29,6777,Car,2010,Mazda,Mazda3,s Grand Touring,Sedan,80507,1,FWD
34043,B,2013-06-19,8825,2015-07-23,6694,SUV,2006,Ford,Explorer,Eddie Bauer,SUV,92751,1,4WD
11219,B,2013-06-05,6840,2015-01-22,4518,Car,2008,Ford,Focus,SE,Sedan,76595,1,FWD
11041,B,2013-03-27,7640,2015-04-16,2885.5,Car,2007,Volkswagen,Jetta,Base,Sedan,78830,1,NA
8297,B,2015-04-16,9025,2015-10-13,4503,Car,2010,Mercury,Milan,V6 Premier,Sedan,87635,1,FWD
25435,C,2014-08-07,8740,2015-12-01,5190.58,SUV,2007,Jeep,Grand Cherokee,Laredo,SUV,103906,1,RWD
27371,B,2015-03-05,9480,2015-11-18,7800,SUV,2009,Saturn,Outlook,XR,SUV,87374,1,FWD
4488,C,2011-06-28,8775,2015-09-01,2545,Car,2007,Chevrolet,Impala,LS,Sedan,124568,1,NA
5251,B,2012-08-24,3100,2015-02-05,41,Van,2002,Ford,Windstar,LX,Mini-Van,96179,1,FWD
6836,B,2013-11-08,8800,2015-09-15,2767,Car,2010,Kia,Soul,!,Wagon,80013,1,FWD
31098,B,2013-10-09,7040,2015-06-18,921.44,Car,2009,Chevrolet,Cobalt,LT,Sedan,94076,1,FWD
20594,C,2012-09-10,9660,2015-08-20,3625.11,Car,2003,INFINITI,G35,Base,Coupe,105998,1,NA
25707,B,2014-11-04,9300,2015-10-27,6909.11,Car,2011,Ford,Fusion,S,Sedan,51699,1,FWD
24194,B,2013-11-08,10700,2015-12-15,6181.4,Car,2012,Chrysler,200,LX,Sedan,35368,1,FWD
31383,C,2014-03-04,12330,2015-06-25,6918.1,Truck,2005,Ford,F-150,XLT,Pickup,92557,1,4WD
33084,C,2013-12-05,8440,2015-09-01,1420.59,Car,2007,Dodge,Magnum,SXT,Wagon,94075,1,RWD
1760,B,2013-04-11,6240,2015-09-30,3007,Car,2007,Dodge,Caliber,Base,Wagon,102302,1,NA
18023,C,2014-03-19,7740,2015-12-23,3644.72,Car,2005,Chevrolet,Monte Carlo,Supercharged SS,Coupe,90142,1,FWD
15104,B,2014-02-04,9325,2015-12-02,6399.6,Car,2010,Nissan,Altima,2.5 S,Sedan,86831,1,FWD
3837,C,2014-06-06,8805,2015-12-11,3571,Car,2008,Chevrolet,Impala,SS,Sedan,97320,1,FWD
12431,C,2011-09-07,4875,2015-10-16,336.79,Car,2004,Dodge,Stratus,SXT,Sedan,140240,1,NA
8147,B,2014-11-25,8020,2015-07-07,1835,Car,2012,Chevrolet,Malibu,LT,Sedan,84036,1,FWD
20352,C,2011-10-19,3725,2015-09-04,1052,Car,2005,Ford,Taurus,SE,Wagon,124324,1,NA
28310,A,2015-03-02,7290,2015-12-03,4839.99,Van,2006,Honda,Odyssey,EX,Mini-Van,106052,1,FWD
23144,B,2013-02-12,9240,2015-03-03,5635,Car,2008,Nissan,Altima,2.5 S,Sedan,85758,1,NA
26319,B,2012-12-18,10500,2015-12-01,3726,Car,2011,Chevrolet,Malibu,LS Fleet,Sedan,53495,1,NA
1384,A,2012-12-26,9740,2015-05-13,4699,Van,2009,Dodge,Grand Caravan,SE,Mini-Van,60630,1,NA
13235,C,2014-05-28,7240,2015-09-04,4262,Car,2007,Saturn,Aura,XR,Sedan,98896,1,FWD
27324,A,2014-12-23,7700,2015-12-15,3933.36,SUV,2008,Hyundai,Santa Fe,SE,SUV,116213,1,FWD
5483,B,2012-11-01,13e3,2015-06-09,7705.35,Car,2011,Ford,Taurus,SEL,Sedan,51685,1,NA
10904,B,2013-01-30,6540,2015-10-23,327,SUV,2007,Ford,Escape,XLS,SUV,99280,1,NA
19441,C,2013-06-25,5440,2015-05-12,3007.88,Car,2007,Ford,Focus,ZX5 SES,Hatchback,90512,1,FWD
34217,C,2013-09-18,9550,2015-07-30,3820.67,SUV,2005,Jeep,Grand Cherokee,Laredo,SUV,62910,1,4WD
29489,B,2014-01-07,10800,2015-02-19,7677,Car,2012,Dodge,Avenger,SE,Sedan,42393,1,FWD
33042,C,2013-11-15,6640,2015-01-28,2473.5,Car,2007,Chrysler,Pacifica,Touring,Wagon,97439,1,FWD
25556,C,2014-09-16,10140,2015-05-08,7203,SUV,2008,Cadillac,SRX,V6,SUV,99742,1,RWD
28162,B,2014-05-07,9040,2015-02-12,6902,SUV,2006,Jeep,Commander,Base,SUV,95807,1,RWD
20500,B,2012-05-17,8450,2015-12-10,1836.4,Car,2009,Dodge,Caliber,SE,Wagon,140631,1,NA
12616,B,2012-07-11,6840,2015-11-24,1927,Car,2007,Chevrolet,Impala,LS,Sedan,144703,1,NA
16570,C,2012-05-23,7010,2015-06-11,442.5,Car,2006,Chevrolet,Impala,LS,Sedan,118642,1,NA
15705,B,2014-11-06,7430,2015-12-17,2009.5,Car,2008,Pontiac,G6,GT,Sedan,66908,1,FWD
26731,A,2011-06-18,8e3,2015-04-29,3856.57,SUV,2007,Jeep,Liberty,Sport,SUV,70890,1,NA
7939,B,2014-09-10,10675,2015-12-22,6960.5,SUV,2011,Mitsubishi,Endeavor,LS,SUV,48655,1,FWD
25638,C,2014-10-13,8600,2015-12-08,4469.77,Car,2011,Hyundai,Sonata,GLS,Sedan,91585,1,FWD
11387,C,2013-08-23,4465,2015-12-09,3382,Car,2006,Hyundai,Elantra,GLS,Sedan,79329,1,FWD
24712,B,2014-03-19,7310,2015-06-09,6563.6,Car,2007,Mazda,Mazda6,i Grand Touring,Sedan,81187,1,FWD
28430,A,2011-11-16,7775,2015-05-28,2413.5,Car,2006,Nissan,Altima,2.5 S,Sedan,81261,1,NA
7448,C,2014-05-05,8050,2015-09-23,2706.62,Car,2008,Chevrolet,Impala,LS,Sedan,71747,1,FWD
32363,A,2012-11-20,9040,2015-02-19,5148.5,SUV,2006,Dodge,Durango,Limited,SUV,93822,1,NA
32593,B,2013-04-18,6775,2015-08-11,2382,Car,2006,Buick,LaCrosse,CX,Sedan,96140,1,NA
23867,B,2013-09-03,5640,2015-12-01,3542.15,Car,2007,Dodge,Caliber,SXT,Wagon,87195,1,FWD
8915,C,2012-12-04,7750,2015-03-23,4042,Car,2006,Dodge,Magnum,SE,Wagon,95001,1,NA
10634,D,2012-09-28,5540,2015-11-25,2032,Car,2006,Mitsubishi,Galant,ES,Sedan,114735,1,NA
28212,D,2014-07-15,7085,2015-08-27,4350.4,Car,2006,Nissan,Altima,2.5 S,Sedan,80725,1,FWD
27415,C,2014-02-25,7325,2015-06-24,4002.17,Car,2006,Chrysler,Pacifica,Touring,Wagon,65370,1,FWD
13262,B,2014-06-27,9455,2015-04-21,0,Car,2008,Chevrolet,Malibu,LS,Sedan,95854,1,FWD
34453,C,2013-12-11,11875,2015-09-24,6342,Car,2010,Ford,Taurus,SE,Sedan,76662,1,FWD
8176,B,2014-12-15,11150,2015-09-15,8273,Car,2013,Chrysler,200,Touring,Sedan,36123,1,FWD
18248,B,2014-06-04,6340,2015-02-26,3956.6,Car,2011,Chevrolet,HHR,LS,Wagon,99198,1,FWD
35261,C,2014-03-04,7440,2015-06-02,2776,Car,2008,Chevrolet,HHR,LT,Wagon,73524,1,FWD
12372,B,2015-03-05,9400,2015-12-09,7176,SUV,2008,Toyota,RAV4,Base,SUV,88444,1,4X2
8521,B,2012-03-08,6325,2015-06-23,871.03,Car,2005,Chrysler,PT Cruiser,GT,Wagon,84016,1,NA
6334,C,2013-07-23,8700,2015-04-21,5652.73,Car,2008,Chevrolet,Impala,LT,Sedan,71420,1,FWD
6543,C,2013-09-11,6940,2015-05-05,5802,Van,2004,Toyota,Sienna,LE 7 Passenger,Mini-Van,96776,1,FWD
3651,A,2014-04-24,8140,2015-11-25,2825.25,Car,2008,Mazda,Mazda6,i Touring,Sedan,77302,1,FWD
8494,B,2012-01-11,9280,2015-01-05,3621,Van,2008,Dodge,Grand Caravan,SE,Mini-Van,139892,1,NA
2777,B,2013-11-07,9270,2015-07-29,4352,Car,2011,Ford,Fusion,SE,Sedan,92197,1,FWD
16695,A,2012-08-14,7700,2015-06-18,3687.5,Car,2009,Chevrolet,Impala,LS,Sedan,127088,1,NA
8438,B,2011-11-21,10300,2015-07-07,4085,SUV,2010,Dodge,Journey,SE,SUV,53702,1,NA
12720,D,2012-10-31,11050,2015-11-04,5497,Car,2011,Chevrolet,Impala,LT Fleet,Sedan,37376,1,NA
21315,B,2014-04-17,11275,2015-03-10,5818,Car,2006,BMW,3 Series,325Ci,Convertible,87220,1,RWD
27995,C,2013-10-17,8460,2015-04-23,4832,Car,2010,Mazda,Mazda6,i Sport,Sedan,97727,1,FWD
9448,B,2013-10-18,6740,2015-11-17,1046,Car,2009,Pontiac,G6,Base,Sedan,92586,1,FWD
1840,C,2013-04-26,5825,2015-07-22,1752,Van,2007,Ford,Freestar,SEL,Mini-Van,91378,1,NA
23698,B,2013-07-31,7440,2015-05-19,4435.06,Car,2008,Chevrolet,Impala,LT,Sedan,96825,1,FWD
2113,C,2013-06-26,4600,2015-11-12,178,Van,2006,Ford,Freestar,SE,Mini-Van,99841,1,FWD
19099,A,2012-11-12,12175,2015-06-09,6624.3,Truck,2005,Chevrolet,Avalanche,1500 Z71,Pickup,84120,1,4WD
4255,C,2014-11-20,10700,2015-09-15,8976.44,SUV,2008,Ford,Edge,SEL,SUV,63718,1,FWD
7484,C,2014-05-09,6600,2015-10-27,5451.61,Car,2008,Dodge,Avenger,SE,Sedan,97432,1,FWD
15245,C,2014-03-21,8880,2015-05-06,4804,Car,2010,Chevrolet,HHR,LT,Wagon,76492,1,FWD
16843,D,2012-10-19,10840,2015-12-02,3172,Car,2011,Chevrolet,Impala,LT Fleet,Sedan,40952,1,NA
35574,B,2014-08-27,8940,2015-08-12,6030,Car,2009,Nissan,Altima,2.5 S,Sedan,81380,1,FWD
18820,C,2012-04-03,8740,2015-01-29,2635.5,Car,2009,Hyundai,Sonata,GLS PZEV,Sedan,131323,1,NA
28546,B,2012-04-20,5280,2015-08-13,288,Car,2004,Dodge,Stratus,SXT,Sedan,101789,1,NA
7370,B,2014-04-15,13275,2015-06-09,8964.35,SUV,2010,Chevrolet,Traverse,LS,SUV,93463,1,FWD
11004,B,2013-03-14,8140,2015-02-05,3613,Car,2005,Toyota,Camry,LE,Sedan,72933,1,NA
33856,C,2014-11-19,9510,2015-09-22,7209.92,Car,2012,Chevrolet,Malibu,LS Fleet,Sedan,63059,1,FWD
6805,B,2013-11-05,7390,2015-10-06,4317,Car,2009,Pontiac,Vibe,2.4L,Wagon,90443,1,FWD
27235,C,2014-09-25,9940,2015-06-03,8358.7,Car,2010,Toyota,Corolla,Base,Sedan,48726,1,FWD
27987,C,2013-10-09,9240,2015-05-28,5202,Car,2012,Chevrolet,Cruze,LT Fleet,Sedan,98242,1,FWD
12197,A,2014-08-28,8070,2015-10-21,5233.05,Car,2010,Toyota,Corolla,LE,Sedan,109735,1,FWD
19376,C,2013-05-23,6240,2015-09-22,2219,Car,2009,Ford,Taurus,SE,Sedan,97815,1,FWD
21039,B,2013-09-13,9500,2015-01-05,4878,Car,2010,Dodge,Avenger,SXT,Sedan,50138,1,FWD
10540,C,2012-08-17,8895,2015-09-09,2416.79,SUV,2009,Dodge,Journey,SE,SUV,87434,1,NA
29082,C,2013-04-16,7590,2015-08-13,2003.5,Car,2007,Chrysler,Sebring,Base,Sedan,85750,1,FWD
15131,B,2014-02-10,5545,2015-12-01,3979.96,SUV,2007,Kia,Sorento,LX,SUV,86102,1,RWD
15187,C,2014-02-27,7275,2015-09-23,1752,Car,2008,Pontiac,G6,Value Leader,Sedan,94121,1,FWD
27529,C,2014-05-21,10305,2015-03-17,9713,Truck,2008,Nissan,Titan,LE FFV,Pickup,103709,1,4X2
15014,C,2013-12-11,9165,2015-11-25,2982.38,Car,2006,Chrysler,300,Base,Sedan,67683,1,RWD
14285,B,2013-03-06,5840,2015-05-20,2128,SUV,2006,Kia,Sorento,LX,SUV,93525,0,NA
867,A,2012-08-23,11275,2015-06-18,1990,SUV,2005,Mercedes-Benz,M-Class,ML 350,SUV,87986,1,NA
18099,C,2014-04-11,10640,2015-10-29,5522,Truck,2006,Nissan,Frontier,SE,Pickup,96031,1,RWD
15433,C,2014-05-28,9440,2015-08-12,7280.8,SUV,2008,Chevrolet,Equinox,LT,SUV,77739,1,AWD
24404,C,2014-01-06,7740,2015-02-17,6139.5,Car,2011,Suzuki,SX4 Sport,SE,Sedan,28642,1,FWD
16334,A,2011-11-15,11275,2015-01-15,4037.5,Car,2008,Nissan,Altima,2.5 SL,Sedan,73340,1,NA
9165,C,2013-05-22,10045,2015-01-23,4176,SUV,2010,Dodge,Journey,SXT,SUV,73496,1,FWD
3901,C,2014-06-19,11275,2015-09-25,5583,SUV,2012,Dodge,Journey,SXT,SUV,95398,1,FWD
32347,C,2012-11-13,6e3,2015-07-28,1790,Car,2007,Mitsubishi,Eclipse,GS,Hatchback,82329,0,NA
15649,C,2014-09-18,8280,2015-12-16,3765,Car,2009,Volkswagen,Jetta,S,Sedan,83823,1,FWD
34209,A,2013-09-13,8840,2015-08-27,4107,SUV,2009,Dodge,Nitro,SE,SUV,93127,1,4X2
5877,C,2013-02-13,10240,2015-03-17,2713,Car,2007,Audi,A4,2.0T,Sedan,84969,1,NA
27728,B,2015-02-17,10280,2015-12-23,8167,Car,2009,Toyota,Avalon,Limited,Sedan,95492,1,FWD
23352,C,2013-04-18,9530,2015-02-24,4591.25,Car,2008,Nissan,Altima,2.5 S,Sedan,109627,1,NA
13441,C,2011-10-05,8075,2015-01-06,2651.91,Truck,2005,Ford,Ranger,EDGE,Pickup,88730,0,NA
15651,B,2014-09-24,8430,2015-08-05,8211.7,Car,2012,Mitsubishi,Galant,ES,Sedan,73611,1,FWD
23280,A,2013-03-27,7230,2015-06-30,1677,Car,2008,Kia,Spectra,SX,Sedan,79859,1,NA
13349,B,2015-01-27,7195,2015-12-01,4050,Car,2011,Chevrolet,HHR,LT,Wagon,84482,1,FWD
9101,A,2013-04-18,7740,2015-10-27,4410,Car,2007,Buick,LaCrosse,CXS,Sedan,83314,1,NA
20248,B,2015-01-07,10100,2015-12-15,5494.11,Car,2011,Ford,Fusion,Sport,Sedan,80363,1,FWD
5595,B,2012-11-28,6010,2015-01-27,1442,Car,2007,Chevrolet,HHR,LS,Wagon,100005,1,FWD
5311,A,2012-09-13,10680,2015-12-01,6558,Truck,2007,Chevrolet,Silverado 1500,LT1,Pickup,99896,1,NA
20854,C,2013-05-23,8640,2015-09-24,1214.09,Car,2008,Chrysler,Sebring,LX,Sedan,67613,1,FWD
11122,B,2013-05-01,9140,2015-02-26,4591.71,Car,2005,Dodge,Magnum,RT,Wagon,94527,1,RWD
10914,A,2013-02-06,5740,2015-12-22,0,Car,2005,Toyota,Corolla,CE,Sedan,89450,0,FWD
19435,C,2013-06-20,6040,2015-04-07,2487,Car,2006,Ford,Freestyle,SEL,Wagon,101802,1,FWD
