FirstYearDelinquency,AgeOldestIdentityRecord,AgeOldestAccount,AgeNewestAutoAccount,TotalInquiries,AvgAgeAutoAccounts,TotalAutoAccountsNeverDelinquent,WorstDelinquency,HasInquiryTelecomm
1,15,8,2,0,2,1,1,0
1,290,180,NA,0,NA,NA,1,0
1,319,120,43,0,75,1,400,0
0,13,14,NA,0,NA,NA,1,0
0,294,139,NA,0,NA,NA,1,0
0,231,65,NA,0,NA,NA,1,0
1,281,NA,NA,0,NA,NA,NA,0
0,127,62,NA,0,NA,NA,400,0
0,190,180,67,1,67,0,400,0
0,NA,NA,NA,0,NA,NA,NA,0
0,NA,NA,NA,NA,NA,NA,NA,0
1,333,342,8,0,42,1,400,0
1,347,213,30,0,83,4,400,0
0,65,52,NA,0,NA,NA,120,0
1,122,98,27,0,50,4,400,0
0,320,113,14,2,78,2,400,0
1,206,81,81,0,81,0,60,0
1,323,83,83,0,83,0,1,0
1,335,100,94,1,94,0,400,0
0,105,93,NA,0,NA,NA,1,0
1,260,76,NA,0,NA,NA,400,0
1,240,78,69,7,69,0,400,0
0,375,117,117,0,117,0,1,0
1,293,NA,NA,0,NA,NA,NA,1
0,216,149,87,2,87,0,1,0
1,60,30,30,0,30,0,400,0
0,329,6,NA,0,NA,NA,1,0
1,333,273,29,0,92,2,400,0
0,123,110,32,1,58,2,30,0
1,227,44,38,0,38,0,1,0
0,139,88,88,0,88,0,1,0
0,375,207,NA,0,NA,NA,1,0
0,127,106,41,0,67,1,400,0
0,291,69,69,0,69,0,400,0
0,364,205,82,6,105,2,400,0
0,288,255,8,0,68,6,1,0
0,232,208,1,0,1,1,90,1
0,289,268,132,0,132,0,1,0
0,114,81,NA,0,NA,NA,400,0
1,145,102,91,0,91,1,400,1
0,59,59,NA,0,NA,NA,1,0
0,391,102,94,0,98,1,400,0
1,25,26,NA,0,NA,NA,120,0
0,353,243,67,1,103,1,1,0
0,113,78,NA,0,NA,NA,400,0
1,163,112,5,0,74,4,400,0
1,8,0,NA,0,NA,NA,1,1
0,296,68,68,0,68,1,1,0
0,327,364,55,2,105,1,30,0
0,7,NA,NA,NA,NA,NA,NA,0
0,379,128,90,0,110,2,1,0
0,355,NA,NA,0,NA,NA,NA,0
1,348,177,44,0,82,5,1,0
0,192,179,84,0,123,2,1,0
0,187,44,30,0,37,1,1,0
0,202,110,14,0,60,4,400,0
0,10,7,NA,0,NA,NA,1,0
1,298,169,36,0,36,0,400,0
0,71,46,35,1,39,2,400,0
0,291,141,141,0,141,1,1,0
0,197,54,NA,0,NA,NA,400,1
0,326,54,9,1,31,4,1,0
1,224,185,59,1,83,1,400,0
1,352,329,41,0,91,1,1,0
1,245,95,22,2,56,1,400,0
0,244,221,84,0,103,1,1,0
0,35,NA,NA,0,NA,NA,NA,0
1,277,25,NA,0,NA,NA,1,0
0,226,144,84,0,84,0,400,0
0,232,244,131,1,131,0,1,0
1,137,NA,NA,0,NA,NA,NA,0
1,92,NA,NA,2,NA,NA,NA,0
0,347,NA,NA,NA,NA,NA,NA,0
1,150,51,NA,0,NA,NA,1,0
0,349,211,40,1,88,1,400,0
1,236,170,35,0,35,0,400,0
0,200,58,58,0,58,1,1,0
1,237,100,4,1,14,2,400,0
0,152,153,10,1,10,1,400,0
0,155,101,15,3,15,0,400,0
0,207,63,NA,0,NA,NA,1,0
0,323,34,25,4,25,1,1,0
1,153,NA,NA,NA,NA,NA,NA,0
0,191,126,48,0,89,4,400,1
0,145,141,49,3,80,1,120,0
0,377,235,46,0,113,3,400,0
1,268,91,NA,0,NA,NA,400,0
0,178,179,32,0,80,1,1,0
0,241,99,NA,1,NA,NA,1,1
1,361,95,NA,0,NA,NA,1,0
0,372,142,6,0,83,3,60,0
0,292,81,NA,1,NA,NA,1,0
0,91,26,NA,0,NA,NA,30,1
0,74,74,41,0,43,0,1,0
0,87,42,NA,0,NA,NA,400,0
0,216,128,NA,0,NA,NA,1,0
0,290,19,NA,0,NA,NA,1,0
0,166,9,7,1,8,1,400,0
1,198,154,NA,1,NA,NA,30,0
1,204,NA,NA,2,NA,NA,NA,0
1,85,NA,NA,1,NA,NA,NA,0
1,323,102,58,1,82,0,1,1
0,72,54,26,0,37,2,400,0
1,270,90,90,0,90,0,400,0
1,93,83,13,1,13,1,400,0
0,273,82,29,0,63,0,400,0
0,119,62,17,0,19,0,400,0
0,210,56,NA,0,NA,NA,400,1
0,270,171,36,1,89,5,400,0
0,87,57,NA,0,NA,NA,1,0
0,144,86,77,0,82,1,400,0
0,88,78,64,1,64,1,400,0
0,294,202,72,0,95,1,400,0
1,277,249,36,0,83,2,400,0
0,229,NA,NA,3,NA,NA,NA,0
0,329,111,NA,2,NA,NA,1,0
1,23,NA,NA,NA,NA,NA,NA,0
1,136,43,25,0,34,1,1,0
1,241,166,22,0,91,2,400,0
0,373,NA,NA,0,NA,NA,NA,0
0,260,211,92,0,135,1,1,0
1,95,86,NA,0,NA,NA,1,0
1,221,92,NA,0,NA,NA,1,0
1,230,243,70,0,86,6,1,0
1,146,NA,NA,NA,NA,NA,NA,0
1,213,119,94,0,94,1,1,0
0,265,29,29,1,29,0,1,0
0,153,150,17,1,44,1,400,0
1,326,NA,NA,1,NA,NA,NA,0
0,80,82,50,0,50,0,400,0
1,176,66,51,0,56,0,400,0
1,106,46,42,0,42,0,30,0
0,52,8,NA,0,NA,NA,1,0
1,264,224,NA,0,NA,NA,1,0
1,335,137,129,0,129,1,1,0
1,153,98,98,0,98,0,30,1
0,344,80,11,0,36,2,1,0
0,352,134,129,0,129,1,1,0
0,284,205,NA,0,NA,NA,60,1
0,237,NA,NA,0,NA,NA,NA,0
0,195,194,83,0,84,1,400,0
0,9,11,NA,0,NA,NA,1,0
1,178,24,NA,0,NA,NA,1,0
1,121,118,NA,1,NA,NA,400,0
0,419,226,75,0,95,2,30,0
0,143,125,9,0,60,0,30,0
0,246,83,26,1,46,2,1,1
1,271,NA,NA,NA,NA,NA,NA,0
0,136,NA,NA,0,NA,NA,NA,0
1,272,249,46,0,53,0,400,0
1,320,93,NA,0,NA,NA,400,0
1,213,202,NA,1,NA,NA,1,0
0,293,141,56,0,99,0,1,1
1,35,NA,NA,0,NA,NA,NA,0
1,2,97,17,1,30,1,1,0
0,66,NA,NA,0,NA,NA,NA,0
0,179,15,NA,0,NA,NA,400,0
1,291,281,141,0,141,1,400,0
0,302,237,NA,0,NA,NA,1,0
0,375,125,8,0,62,3,1,0
0,320,207,38,0,38,0,400,0
1,96,57,NA,1,NA,NA,1,0
1,107,90,NA,0,NA,NA,400,1
0,361,214,18,3,89,0,400,0
0,295,173,71,0,115,1,400,0
1,273,207,37,0,59,1,400,0
1,236,86,NA,0,NA,NA,400,0
1,374,202,33,1,54,1,1,0
1,287,331,72,0,116,1,400,0
1,246,133,51,0,83,2,1,0
0,92,92,34,0,34,1,120,0
0,87,NA,NA,0,NA,NA,NA,0
1,178,148,12,0,70,1,400,0
0,240,NA,NA,1,NA,NA,NA,0
1,374,379,11,3,68,5,400,0
0,301,125,115,0,120,3,1,0
0,150,149,77,0,108,4,400,0
0,96,77,74,0,76,1,1,0
0,199,91,47,0,47,0,400,0
0,336,213,186,0,186,1,400,0
0,259,23,23,0,23,1,1,0
0,150,135,51,0,51,0,400,0
0,247,138,NA,0,NA,NA,1,0
0,238,120,70,0,94,2,400,0
0,342,333,NA,0,NA,NA,1,0
0,114,72,NA,1,NA,NA,400,0
0,97,67,NA,0,NA,NA,1,0
0,268,136,90,0,104,1,400,0
1,195,106,NA,0,NA,NA,1,0
0,148,94,NA,0,NA,NA,1,0
1,372,114,77,1,96,1,1,0
0,270,138,NA,0,NA,NA,1,0
0,123,NA,NA,0,NA,NA,NA,0
0,329,224,71,0,76,1,400,0
0,39,80,17,0,17,1,1,0
0,400,93,70,0,82,0,400,1
0,188,89,NA,0,NA,NA,1,0
1,308,147,31,0,51,1,400,0
0,173,137,35,1,94,5,400,0
0,101,94,NA,0,NA,NA,1,0
1,111,108,NA,0,NA,NA,1,0
1,172,82,30,0,30,0,400,1
0,216,101,25,0,63,0,90,0
1,265,63,NA,0,NA,NA,400,0
1,274,189,140,0,140,1,400,0
0,226,236,3,0,69,3,1,0
0,258,87,87,0,87,0,1,0
0,314,NA,NA,0,NA,NA,NA,0
0,152,106,80,0,84,1,1,0
0,312,135,20,0,81,3,400,0
0,274,95,36,0,72,3,1,0
0,163,28,28,0,28,1,400,0
0,1,1,NA,0,NA,NA,1,0
1,17,NA,NA,NA,NA,NA,NA,1
0,345,8,NA,1,NA,NA,1,0
0,8,9,NA,0,NA,NA,1,0
0,488,43,43,0,43,0,1,0
0,21,13,NA,0,NA,NA,1,0
0,307,86,86,0,86,0,400,0
0,358,185,10,0,10,0,30,0
0,309,36,NA,0,NA,NA,1,0
0,151,110,NA,1,NA,NA,1,0
0,275,125,125,0,125,0,1,0
0,121,58,NA,0,NA,NA,400,1
0,359,194,95,0,106,1,1,0
1,41,2,2,0,2,1,1,0
1,19,NA,NA,0,NA,NA,NA,0
1,383,181,74,0,75,0,60,0
1,349,173,98,0,98,0,1,0
0,351,197,108,0,134,2,1,0
0,227,62,NA,0,NA,NA,1,0
0,358,182,NA,0,NA,NA,120,1
0,46,NA,NA,NA,NA,NA,NA,0
1,155,30,NA,0,NA,NA,1,0
0,345,298,73,0,88,1,1,0
0,316,177,20,1,85,2,400,0
0,101,87,20,0,60,2,400,0
1,126,120,32,0,90,4,400,0
1,278,183,15,0,102,1,60,0
0,352,168,34,0,34,0,60,0
0,55,34,23,0,23,0,400,0
1,121,107,NA,0,NA,NA,400,0
1,121,117,79,1,95,1,400,0
0,311,214,NA,0,NA,NA,400,0
0,48,49,NA,0,NA,NA,1,0
0,387,170,9,0,97,3,1,0
0,85,39,NA,0,NA,NA,400,0
0,157,153,46,0,82,1,1,0
0,242,214,NA,0,NA,NA,1,0
0,122,75,67,0,67,0,1,0
0,301,114,7,3,54,3,1,0
0,322,155,92,1,92,0,400,0
0,385,172,27,0,103,3,400,0
0,100,NA,NA,0,NA,NA,NA,0
1,380,253,9,1,42,1,1,0
1,16,8,NA,0,NA,NA,1,0
1,337,125,49,0,87,0,400,0
0,289,176,21,5,93,3,400,0
1,376,166,23,0,94,2,400,0
1,103,100,NA,0,NA,NA,400,0
1,375,162,33,1,56,2,400,1
0,318,107,NA,1,NA,NA,400,0
0,282,NA,NA,0,NA,NA,NA,1
0,305,137,NA,0,NA,NA,1,0
1,312,182,11,2,78,10,60,0
1,233,83,19,2,28,1,400,0
1,159,148,48,2,60,1,120,1
0,364,205,52,0,72,2,30,0
1,59,59,11,0,24,1,400,0
1,57,55,NA,1,NA,NA,1,0
0,241,118,106,0,106,0,1,0
1,165,122,NA,0,NA,NA,1,0
1,160,81,NA,0,NA,NA,400,0
0,313,155,83,0,83,0,30,0
1,180,189,NA,0,NA,NA,400,0
1,205,NA,NA,NA,NA,NA,NA,0
0,200,150,77,0,80,0,400,0
0,77,70,NA,0,NA,NA,1,0
1,380,69,51,0,51,1,400,0
1,219,165,NA,1,NA,NA,1,0
0,157,85,NA,1,NA,NA,400,0
0,347,420,33,0,53,1,1,0
0,177,169,91,0,91,0,1,0
0,207,100,86,1,91,1,30,0
0,71,56,NA,0,NA,NA,400,0
1,25,NA,NA,0,NA,NA,NA,0
0,124,105,34,0,56,2,1,0
0,267,110,NA,0,NA,NA,1,1
0,109,123,123,0,123,1,1,0
0,173,87,87,0,87,0,400,0
0,83,79,NA,0,NA,NA,1,0
1,187,187,19,2,89,4,400,0
1,87,88,39,1,39,0,30,0
0,200,128,NA,1,NA,NA,1,0
1,92,NA,NA,0,NA,NA,NA,0
0,120,35,NA,0,NA,NA,400,0
1,237,76,37,0,37,1,1,0
1,116,110,NA,0,NA,NA,1,0
0,293,131,105,0,105,0,1,0
0,381,NA,NA,0,NA,NA,NA,0
0,307,319,79,0,87,1,400,0
0,13,1,NA,0,NA,NA,1,0
1,7,NA,NA,NA,NA,NA,NA,0
0,218,135,58,0,62,2,400,0
0,196,190,43,0,71,1,1,0
0,344,361,NA,0,NA,NA,400,0
0,241,195,36,1,80,3,1,0
0,162,97,NA,0,NA,NA,400,1
1,188,111,NA,0,NA,NA,1,1
0,382,442,13,1,72,2,1,0
0,223,174,23,0,99,2,1,1
1,321,NA,NA,0,NA,NA,NA,0
0,244,88,NA,2,NA,NA,400,0
0,274,160,NA,0,NA,NA,1,0
0,71,73,34,0,48,1,90,0
1,249,NA,NA,NA,NA,NA,NA,0
0,256,132,NA,0,NA,NA,400,0
1,223,66,NA,0,NA,NA,400,0
0,64,10,NA,0,NA,NA,1,0
0,206,59,42,0,47,1,400,0
0,230,233,189,0,189,1,1,0
0,2,NA,NA,NA,NA,NA,NA,0
0,407,104,14,0,72,2,1,0
1,377,227,91,0,109,1,400,0
0,303,166,20,0,89,5,400,1
0,278,48,48,0,48,0,1,0
0,8,3,NA,0,NA,NA,1,0
0,14,6,NA,0,NA,NA,1,0
1,148,170,42,0,99,5,1,0
0,206,210,71,0,71,0,1,0
1,93,85,NA,0,NA,NA,400,0
0,27,NA,NA,0,NA,NA,NA,0
1,188,NA,NA,0,NA,NA,NA,0
1,71,39,7,0,18,3,60,1
0,215,80,47,2,64,1,1,0
0,167,110,42,0,57,1,400,0
0,157,71,NA,1,NA,NA,1,1
1,22,8,NA,0,NA,NA,1,1
1,95,55,55,0,55,0,1,0
1,355,280,38,1,63,0,400,0
1,483,203,16,0,50,1,60,0
0,168,160,116,0,116,1,1,0
1,77,NA,NA,0,NA,NA,NA,0
1,342,207,NA,1,NA,NA,400,0
0,167,133,71,1,97,3,1,0
0,175,161,48,0,99,2,1,0
0,180,108,24,0,80,3,30,0
0,249,126,34,0,34,1,1,0
1,205,163,NA,0,NA,NA,400,0
1,105,80,NA,0,NA,NA,400,0
1,95,92,NA,0,NA,NA,1,0
0,296,261,76,1,88,1,400,0
0,380,144,38,4,61,3,400,0
0,437,350,NA,0,NA,NA,1,0
0,112,68,30,0,40,0,30,0
1,55,NA,NA,0,NA,NA,NA,1
0,381,NA,NA,NA,NA,NA,NA,0
0,334,588,102,1,102,0,400,0
0,24,3,3,0,3,1,1,1
0,195,225,NA,1,NA,NA,120,0
0,282,154,25,0,25,0,400,0
0,29,16,15,0,15,1,1,0
1,111,111,100,0,100,0,1,0
0,187,99,65,0,65,0,400,0
0,150,61,NA,0,NA,NA,400,0
0,7,NA,NA,0,NA,NA,NA,0
1,148,93,NA,0,NA,NA,400,0
1,205,205,NA,0,NA,NA,1,0
1,209,158,13,0,98,2,30,0
0,63,36,NA,0,NA,NA,400,0
0,32,7,7,0,7,0,30,0
1,282,276,8,2,36,1,400,0
1,298,100,NA,0,NA,NA,1,0
0,83,80,NA,0,NA,NA,400,1
0,77,77,NA,0,NA,NA,90,0
0,289,147,95,0,95,0,400,0
1,149,NA,NA,NA,NA,NA,NA,0
0,94,23,3,0,3,1,120,0
0,103,66,NA,0,NA,NA,1,0
0,193,152,40,0,57,1,1,0
0,380,107,27,0,54,0,30,0
0,226,210,36,1,93,2,400,0
0,230,218,39,1,39,0,400,0
0,162,98,33,0,33,0,30,0
0,379,165,65,0,99,1,400,0
1,291,NA,NA,0,NA,NA,NA,0
1,186,88,NA,0,NA,NA,1,0
0,161,NA,NA,NA,NA,NA,NA,0
1,255,172,104,0,136,2,1,0
0,42,NA,NA,1,NA,NA,NA,1
0,166,158,NA,0,NA,NA,1,0
0,215,109,109,0,109,1,1,0
1,339,273,19,0,97,3,1,0
1,346,311,14,0,39,0,30,0
0,316,147,3,0,60,4,30,0
0,332,189,72,0,81,0,1,0
0,323,224,49,1,49,0,400,0
0,211,217,27,0,72,1,30,0
0,262,124,40,0,70,3,1,0
0,20,18,NA,0,NA,NA,400,0
0,137,126,91,0,91,0,1,0
0,274,90,NA,0,NA,NA,1,0
0,303,100,100,0,100,0,1,0
0,183,98,80,0,92,1,1,0
0,161,159,NA,0,NA,NA,400,0
0,149,123,82,0,82,0,1,0
1,152,76,NA,1,NA,NA,400,0
0,39,NA,NA,0,NA,NA,NA,0
0,334,193,166,0,166,1,1,0
0,211,118,97,0,104,0,400,0
0,153,106,NA,0,NA,NA,400,0
0,304,41,18,0,18,0,400,0
0,244,230,NA,0,NA,NA,400,0
1,81,79,48,0,53,1,400,0
0,372,409,56,0,72,0,1,0
1,112,73,NA,0,NA,NA,1,0
1,300,75,18,1,18,1,400,0
1,84,79,NA,0,NA,NA,60,0
1,203,79,4,0,10,2,400,0
0,242,84,23,0,23,0,400,0
0,280,106,NA,0,NA,NA,60,0
1,222,102,18,0,56,6,1,0
1,59,55,NA,0,NA,NA,1,0
1,111,12,NA,0,NA,NA,1,0
0,102,NA,NA,0,NA,NA,NA,1
0,184,163,31,2,56,0,400,0
1,357,87,51,0,69,1,400,0
1,34,13,2,0,8,2,1,0
1,310,118,NA,3,NA,NA,1,0
0,173,NA,NA,NA,NA,NA,NA,0
1,129,123,NA,1,NA,NA,1,0
0,180,172,46,0,67,1,400,1
1,125,40,NA,0,NA,NA,1,0
1,108,74,NA,0,NA,NA,1,0
0,70,36,2,1,19,1,400,0
0,357,139,72,0,106,1,1,0
0,206,138,58,0,91,1,1,0
0,11,6,6,0,6,1,1,0
1,343,116,83,0,83,0,1,0
1,129,83,NA,0,NA,NA,400,0
1,69,36,NA,1,NA,NA,400,1
1,271,97,78,1,78,0,400,0
0,173,66,NA,0,NA,NA,120,0
1,118,123,NA,0,NA,NA,400,0
1,258,207,161,0,161,0,1,0
1,269,117,15,1,35,1,400,0
0,239,143,97,0,97,0,1,0
0,302,260,NA,0,NA,NA,400,0
1,293,93,15,0,41,0,400,0
1,41,41,6,0,7,2,400,1
0,330,89,NA,0,NA,NA,1,0
1,241,92,NA,0,NA,NA,400,0
0,222,131,NA,0,NA,NA,400,0
1,320,277,19,0,92,0,400,0
0,64,9,NA,1,NA,NA,1,0
0,36,31,NA,1,NA,NA,1,0
1,81,76,NA,0,NA,NA,1,0
0,359,242,22,0,79,6,400,0
1,188,52,NA,1,NA,NA,400,0
0,252,105,NA,0,NA,NA,400,1
0,201,119,91,0,105,1,400,0
0,349,365,87,0,113,5,1,0
0,154,155,NA,0,NA,NA,60,0
0,105,93,NA,0,NA,NA,400,0
0,323,69,11,0,35,0,400,0
0,NA,NA,NA,0,NA,NA,NA,0
0,53,NA,NA,0,NA,NA,NA,1
0,272,187,NA,0,NA,NA,1,0
1,227,227,30,2,31,0,400,0
1,298,112,112,0,112,0,400,1
1,NA,NA,NA,NA,NA,NA,NA,NA
0,342,291,25,1,81,1,1,0
0,195,6,NA,0,NA,NA,1,0
0,226,190,78,0,87,2,400,0
0,321,NA,NA,0,NA,NA,NA,0
0,313,NA,NA,NA,NA,NA,NA,0
0,93,92,78,0,84,1,400,0
1,115,NA,NA,0,NA,NA,NA,0
0,214,108,72,3,90,0,1,0
1,322,54,NA,0,NA,NA,400,0
0,124,4,NA,0,NA,NA,1,0
1,177,12,NA,0,NA,NA,400,0
0,348,98,98,0,98,0,120,0
0,283,141,74,0,87,0,90,0
1,159,135,4,0,4,1,1,0
0,194,116,112,0,112,0,1,0
1,140,141,80,0,80,0,1,1
0,197,158,12,0,12,1,30,0
0,180,55,NA,0,NA,NA,120,0
1,147,141,27,0,27,1,1,0
0,301,171,122,0,137,1,400,0
0,257,115,NA,0,NA,NA,400,0
0,264,105,12,0,70,3,1,0
1,312,119,77,1,77,0,400,0
0,352,193,NA,0,NA,NA,60,0
1,43,21,NA,0,NA,NA,60,0
0,9,NA,NA,0,NA,NA,NA,0
0,246,160,22,1,89,1,400,0
0,314,86,86,0,86,0,400,0
0,247,158,158,0,158,0,1,0
1,17,NA,NA,0,NA,NA,NA,1
0,333,54,54,0,54,1,400,0
0,327,127,17,1,58,1,400,0
0,383,246,NA,0,NA,NA,1,0
0,304,159,89,0,110,2,1,0
1,309,167,15,1,91,0,400,0
1,128,130,NA,0,NA,NA,1,0
0,75,76,NA,1,NA,NA,1,0
0,88,83,56,0,66,1,400,0
1,113,24,4,1,4,1,1,1
0,302,139,NA,0,NA,NA,1,0
1,42,34,NA,1,NA,NA,1,0
1,41,6,NA,0,NA,NA,1,1
0,173,79,NA,0,NA,NA,400,0
0,132,128,71,0,76,1,400,0
0,115,107,82,0,82,0,1,0
0,296,NA,NA,NA,NA,NA,NA,0
0,218,164,NA,0,NA,NA,1,1
0,162,123,NA,0,NA,NA,1,0
1,142,128,40,0,57,1,400,0
0,204,117,NA,0,NA,NA,120,0
1,166,152,NA,0,NA,NA,1,0
1,55,NA,NA,0,NA,NA,NA,1
1,357,242,NA,2,NA,NA,400,0
1,299,88,NA,0,NA,NA,1,0
1,38,17,NA,0,NA,NA,1,0
0,284,197,NA,0,NA,NA,400,0
0,344,114,72,0,73,0,400,0
0,318,77,12,0,12,0,400,0
0,337,292,2,0,58,1,1,0
1,283,189,21,2,21,1,400,0
0,19,9,NA,0,NA,NA,1,0
0,317,118,33,1,90,2,400,0
0,319,167,78,0,114,2,1,0
0,79,69,49,0,59,1,400,0
0,293,143,49,0,84,3,400,0
1,205,223,NA,1,NA,NA,400,0
0,290,133,34,0,101,2,1,0
0,383,99,80,0,80,0,1,0
0,246,195,56,0,68,0,120,0
0,133,107,38,0,72,1,1,0
0,70,63,NA,0,NA,NA,1,0
1,67,3,3,0,3,1,1,0
0,352,40,NA,0,NA,NA,400,0
1,173,91,NA,1,NA,NA,1,0
0,39,38,NA,1,NA,NA,120,0
0,50,NA,NA,0,NA,NA,NA,0
0,280,171,122,0,122,1,90,1
0,372,355,15,1,15,0,400,0
0,382,313,100,0,105,0,1,0
0,224,113,NA,0,NA,NA,1,0
0,325,14,NA,0,NA,NA,400,1
1,257,83,43,1,63,0,400,1
1,203,212,42,0,120,4,400,0
0,181,144,42,0,94,2,1,0
1,177,98,5,2,46,2,400,0
0,23,NA,NA,NA,NA,NA,NA,0
0,104,81,81,0,81,0,1,0
1,212,10,NA,1,NA,NA,1,0
1,125,80,80,0,80,0,400,0
0,375,84,81,0,81,1,400,0
1,228,94,75,1,75,0,400,0
0,312,99,8,1,8,1,400,0
0,71,32,NA,1,NA,NA,1,0
0,135,121,NA,1,NA,NA,1,0
0,220,135,55,0,83,0,400,1
1,11,NA,NA,NA,NA,NA,NA,1
0,377,174,10,3,48,5,400,0
1,147,73,NA,0,NA,NA,400,0
1,55,3,NA,0,NA,NA,1,0
1,110,41,NA,0,NA,NA,1,0
1,6,NA,NA,NA,NA,NA,NA,0
0,289,285,NA,0,NA,NA,1,0
0,241,13,NA,0,NA,NA,1,0
0,138,121,46,0,91,1,400,1
1,304,173,17,0,95,1,1,0
0,281,139,26,1,76,2,1,0
0,169,148,45,0,65,1,1,0
0,168,41,33,1,33,1,1,0
0,109,NA,NA,0,NA,NA,NA,1
0,305,182,3,1,84,3,400,0
0,235,204,64,0,134,1,1,0
0,226,86,53,0,71,0,400,0
0,374,145,45,0,112,3,1,0
1,174,156,13,1,86,2,400,0
1,141,117,117,1,117,1,60,0
1,296,197,56,1,56,0,400,0
1,232,80,NA,1,NA,NA,400,1
0,274,56,51,0,51,0,1,0
0,112,61,9,2,9,0,30,0
0,103,NA,NA,0,NA,NA,NA,1
0,209,56,37,1,47,2,1,0
0,91,90,NA,0,NA,NA,1,0
0,30,34,18,0,18,1,1,0
1,126,NA,NA,0,NA,NA,NA,1
0,296,45,NA,0,NA,NA,400,0
1,3,NA,NA,0,NA,NA,NA,0
0,15,NA,NA,0,NA,NA,NA,0
1,71,50,NA,0,NA,NA,120,0
0,350,106,56,0,85,0,400,0
1,192,49,NA,0,NA,NA,1,0
1,122,119,86,2,86,0,400,0
0,314,NA,NA,0,NA,NA,NA,0
0,324,155,82,0,106,1,1,0
1,286,152,109,0,109,0,120,0
0,243,127,78,0,95,2,400,0
0,354,221,14,1,40,1,1,0
0,203,132,82,0,107,1,1,0
1,316,134,63,0,95,3,400,0
0,63,47,47,0,47,0,90,0
1,221,74,37,2,56,0,400,0
1,24,25,NA,0,NA,NA,1,0
1,231,232,26,0,45,0,400,0
0,126,112,72,0,78,0,400,0
1,80,25,6,1,6,2,1,0
1,230,NA,NA,0,NA,NA,NA,0
0,188,188,26,0,83,0,30,0
1,19,NA,NA,0,NA,NA,NA,0
0,33,5,NA,0,NA,NA,1,0
0,210,23,NA,0,NA,NA,1,0
0,189,179,52,2,52,0,400,0
0,281,85,13,0,13,1,400,0
0,241,119,12,0,12,1,400,0
0,378,221,NA,1,NA,NA,120,0
0,263,270,94,0,125,1,1,0
1,273,191,23,0,23,0,400,0
1,208,60,60,1,60,0,1,0
0,300,137,6,0,50,2,400,0
0,83,72,52,0,52,0,400,0
1,215,81,NA,0,NA,NA,400,0
0,207,97,90,0,90,0,1,0
1,191,NA,NA,0,NA,NA,NA,1
0,97,93,NA,0,NA,NA,120,0
0,342,92,64,0,64,0,400,0
0,160,55,NA,0,NA,NA,1,0
0,NA,19,NA,0,NA,NA,30,0
1,347,221,NA,0,NA,NA,400,0
1,377,306,80,3,155,1,400,0
0,278,43,NA,0,NA,NA,1,0
0,250,95,NA,0,NA,NA,1,0
0,344,155,95,0,109,6,1,0
0,150,118,36,0,62,1,1,0
1,149,131,41,1,91,7,400,0
1,216,220,18,0,18,0,400,0
1,195,162,30,0,70,3,400,0
0,85,86,NA,0,NA,NA,1,0
0,304,93,93,0,93,0,1,0
0,106,94,38,0,61,0,1,0
0,108,100,25,1,46,1,400,0
0,280,204,22,0,64,1,400,0
0,353,248,45,0,91,2,1,0
0,152,98,58,1,58,1,400,0
1,13,NA,NA,0,NA,NA,NA,1
0,159,85,54,0,70,1,1,0
1,253,115,80,0,80,0,400,0
0,328,92,92,0,92,0,400,0
0,80,80,80,0,80,0,1,0
0,80,53,NA,0,NA,NA,1,0
0,119,120,69,0,74,1,400,0
0,79,70,NA,0,NA,NA,400,0
0,357,193,14,0,74,9,1,0
1,302,112,41,5,95,5,400,0
0,349,213,11,0,71,3,1,0
1,174,75,NA,1,NA,NA,400,1
0,53,27,NA,0,NA,NA,1,0
0,215,115,73,1,73,0,1,0
0,111,77,19,0,19,1,1,0
0,354,224,14,1,51,3,1,0
0,222,91,91,0,91,0,60,0
1,11,12,NA,0,NA,NA,1,0
0,47,49,2,0,2,1,400,0
1,214,NA,NA,0,NA,NA,NA,0
1,41,43,NA,0,NA,NA,1,0
1,34,NA,NA,NA,NA,NA,NA,0
0,289,72,72,0,72,0,1,0
0,290,68,NA,1,NA,NA,400,0
1,266,142,142,0,142,1,1,0
0,374,174,NA,0,NA,NA,30,0
1,349,175,2,0,62,2,400,0
0,323,129,25,0,73,3,1,0
1,80,NA,NA,0,NA,NA,NA,0
0,356,124,8,0,67,2,60,0
0,292,137,84,0,84,0,400,0
0,153,NA,NA,0,NA,NA,NA,0
0,195,NA,NA,NA,NA,NA,NA,0
1,187,176,84,0,95,1,400,0
0,172,NA,NA,0,NA,NA,NA,0
1,304,222,19,0,59,4,400,0
0,133,74,21,0,21,1,1,0
0,257,148,NA,0,NA,NA,1,0
0,193,118,77,0,98,1,400,0
1,382,245,NA,1,NA,NA,400,0
1,212,106,75,0,75,0,1,0
0,296,294,13,0,55,1,1,0
1,222,NA,NA,NA,NA,NA,NA,0
1,191,119,40,0,40,0,400,0
0,308,109,84,0,84,0,400,0
0,296,171,66,0,83,1,1,0
0,94,94,NA,0,NA,NA,120,0
0,39,NA,NA,0,NA,NA,NA,0
0,355,200,3,2,25,4,1,1
0,195,126,126,0,126,1,1,0
0,375,203,33,0,106,3,1,1
1,261,144,137,0,137,0,1,0
0,66,66,NA,0,NA,NA,30,0
0,52,18,NA,0,NA,NA,1,0
0,328,268,9,1,82,4,1,1
0,288,136,25,0,81,3,30,0
0,218,196,58,0,105,2,400,0
